,CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed,CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed,CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed,CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed,CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed,EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed,CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed,CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed,CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed,CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed,CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed,CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed,EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed,CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed,CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed
chr10:18396300-18396450,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
chr10:18398150-18398800,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.7307692307692307,0.0,1.0,1.0,0.9615384615384616,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9615384615384616
chr10:18400500-18400700,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,1.0,1.0,0.375,0.375,1.0,0.0,1.0,1.0,1.0,1.0,1.0
chr10:18424250-18424650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9375,0.9375,1.0,1.0,0.9375,1.0,0.0,1.0,1.0,1.0,1.0,0.75
chr10:18435200-18435400,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.875
chr10:18438450-18438500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:18443550-18444000,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:18444250-18444300,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:18448050-18448650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.625,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0
chr10:18462350-18462550,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.0,0.875,1.0,1.0,0.875,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.875
chr10:18463200-18463350,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:18463500-18463550,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:18463900-18464050,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:18465300-18465600,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.75
chr10:18474650-18474800,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:18481800-18481950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
chr10:18501950-18502000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:18713300-18713400,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0
chr10:18719100-18719150,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:18792650-18792800,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
chr10:18804850-18804950,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
chr10:18807500-18807600,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,0.75,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75
chr10:18832200-18832250,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
chr10:18865400-18865800,0.0,0.0,0.0,1.0,0.0,0.625,0.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,0.5625,1.0,0.0,0.9375
chr10:18987050-18987100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0
chr10:19060400-19060450,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0
chr10:19147850-19148350,0.0,0.0,0.0,0.8,0.8,0.65,0.0,1.0,0.8,0.65,0.8,1.0,0.95,0.95,1.0,1.0,1.0,0.9,0.95,1.0
chr10:19402250-19402300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0
chr10:19683200-19683300,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0
chr10:19735150-19735200,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
chr10:19776250-19776300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
chr10:19867100-19867200,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.0,0.75
chr10:19874700-19875100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9375,1.0,1.0,0.0,1.0,1.0,1.0,0.9375,1.0,0.0
chr10:19906500-19906750,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9
chr10:19955100-19955600,0.25,0.0,0.0,0.0,0.4,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.75,1.0,0.7,1.0
chr10:20030750-20030900,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
chr10:20342750-20342850,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0
chr10:20489700-20489850,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0
chr10:20503750-20503800,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
chr10:20537450-20537550,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.75,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0
chr10:20592350-20592400,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
chr10:20711900-20712250,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,1.0,0.0,1.0,0.2857142857142857,0.9285714285714286,0.0,1.0,1.0,1.0,0.5,1.0,1.0
chr10:20837050-20837400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7857142857142857,1.0,1.0
chr10:20892050-20892200,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:20910950-20911050,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0
chr10:20934300-20934450,0.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
chr10:20934750-20934850,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0
chr10:20935250-20935300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0
chr10:20937350-20937500,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.0,1.0,1.0
chr10:20947400-20947500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75
chr10:21040850-21040950,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21048000-21048350,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21087900-21088050,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21118050-21118300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21145700-21145850,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,1.0,0.8333333333333334,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334
chr10:21146200-21146250,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
chr10:21146450-21146500,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5
chr10:21166700-21167350,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,1.0,1.0,1.0,0.0,0.15384615384615385,1.0,0.8461538461538461,0.9615384615384616,0.5769230769230769
chr10:21180100-21180150,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21190200-21190500,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.25,0.75,1.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21205050-21205150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.0
chr10:21208200-21208300,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21213000-21213150,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21214500-21214550,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
chr10:21229850-21229950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,0.0,1.0
chr10:21242400-21242450,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
chr10:21247550-21247600,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21277600-21277650,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
chr10:21277800-21277950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:21341050-21341200,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21344850-21344900,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
chr10:21357800-21357900,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:21447150-21447250,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
chr10:21447750-21447950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:21452350-21452400,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:22081800-22081900,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75
chr10:22222450-22222500,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:22303900-22304100,1.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:22486700-22486800,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75
chr10:22508400-22508500,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75
chr10:22773350-22773450,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0
chr10:22796850-22796950,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
chr10:22836750-22836800,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:22855050-22855100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:22893000-22893050,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:22911050-22911150,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75
chr10:22914550-22914600,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:22956950-22957050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,0.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0
chr10:23129800-23130100,0.3333333333333333,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,1.0,0.4166666666666667,1.0,0.9166666666666666,0.0
chr10:23223250-23223300,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:23319550-23319950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6875,1.0,1.0,1.0,1.0,0.6875
chr10:23353300-23353350,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
chr10:23353650-23353700,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:23361450-23361500,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:23363500-23363550,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:23365550-23365700,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.0,1.0,1.0,1.0
chr10:23400000-23400100,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0
chr10:23493350-23493450,1.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.75,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.0,1.0
chr10:23652950-23653200,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
chr10:23660950-23661000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
chr10:23661300-23661400,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
chr10:23672650-23672700,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:23782550-23782750,0.0,0.0,0.0,0.875,0.0,0.0,0.0,1.0,1.0,0.875,0.5,1.0,0.0,0.875,1.0,0.875,0.125,1.0,0.0,1.0
chr10:23816300-23816450,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
chr10:23816600-23816700,0.0,0.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0
chr10:23821250-23821350,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75
chr10:23861400-23861550,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
chr10:23891550-23891650,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
chr10:23914900-23915050,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.3333333333333333
chr10:23937450-23937550,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:23958950-23959050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0
chr10:23983700-23983800,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:23996350-23996400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:24000450-24000750,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.25,1.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.75
chr10:24041900-24041950,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
chr10:24068850-24069000,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
chr10:24072800-24072900,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
chr10:24096450-24096650,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
chr10:24100050-24100200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:24188550-24188600,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
chr10:24237650-24237750,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0
chr10:24252750-24252800,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:24275250-24275400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0
chr10:24291550-24291600,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
chr10:24349100-24349150,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0
chr10:24377400-24377450,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
chr10:24418100-24418150,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
chr10:24441400-24441550,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0
chr10:24459750-24459900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:24460050-24460200,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:24462750-24462850,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.25,1.0,1.0,0.0,0.75,0.0
chr10:24499050-24499150,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0
chr10:24574350-24574500,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:24784650-24784950,0.0,1.0,0.0,0.0,0.5,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
